Average Yield per Crop (tons/hectare):
"('Barley', 'East', 'Chalky'): 4.653"
"('Barley', 'East', 'Clay'): 4.666"
"('Barley', 'East', 'Loam'): 4.646"
"('Barley', 'East', 'Peaty'): 4.643"
"('Barley', 'East', 'Sandy'): 4.656"
"('Barley', 'East', 'Silt'): 4.621"
"('Barley', 'North', 'Chalky'): 4.677"
"('Barley', 'North', 'Clay'): 4.658"
"('Barley', 'North', 'Loam'): 4.660"
"('Barley', 'North', 'Peaty'): 4.626"
"('Barley', 'North', 'Sandy'): 4.699"
"('Barley', 'North', 'Silt'): 4.631"
"('Barley', 'South', 'Chalky'): 4.660"
"('Barley', 'South', 'Clay'): 4.612"
"('Barley', 'South', 'Loam'): 4.635"
"('Barley', 'South', 'Peaty'): 4.683"
"('Barley', 'South', 'Sandy'): 4.654"
"('Barley', 'South', 'Silt'): 4.635"
"('Barley', 'West', 'Chalky'): 4.611"
"('Barley', 'West', 'Clay'): 4.671"
"('Barley', 'West', 'Loam'): 4.630"
"('Barley', 'West', 'Peaty'): 4.648"
"('Barley', 'West', 'Sandy'): 4.627"
"('Barley', 'West', 'Silt'): 4.636"
"('Cotton', 'East', 'Chalky'): 4.658"
"('Cotton', 'East', 'Clay'): 4.649"
"('Cotton', 'East', 'Loam'): 4.633"
"('Cotton', 'East', 'Peaty'): 4.631"
"('Cotton', 'East', 'Sandy'): 4.670"
"('Cotton', 'East', 'Silt'): 4.664"
"('Cotton', 'North', 'Chalky'): 4.658"
"('Cotton', 'North', 'Clay'): 4.634"
"('Cotton', 'North', 'Loam'): 4.621"
"('Cotton', 'North', 'Peaty'): 4.698"
"('Cotton', 'North', 'Sandy'): 4.673"
"('Cotton', 'North', 'Silt'): 4.656"
"('Cotton', 'South', 'Chalky'): 4.688"
"('Cotton', 'South', 'Clay'): 4.636"
"('Cotton', 'South', 'Loam'): 4.638"
"('Cotton', 'South', 'Peaty'): 4.642"
"('Cotton', 'South', 'Sandy'): 4.613"
"('Cotton', 'South', 'Silt'): 4.684"
"('Cotton', 'West', 'Chalky'): 4.651"
"('Cotton', 'West', 'Clay'): 4.660"
"('Cotton', 'West', 'Loam'): 4.644"
"('Cotton', 'West', 'Peaty'): 4.619"
"('Cotton', 'West', 'Sandy'): 4.652"
"('Cotton', 'West', 'Silt'): 4.647"
"('Maize', 'East', 'Chalky'): 4.660"
"('Maize', 'East', 'Clay'): 4.617"
"('Maize', 'East', 'Loam'): 4.670"
"('Maize', 'East', 'Peaty'): 4.643"
"('Maize', 'East', 'Sandy'): 4.610"
"('Maize', 'East', 'Silt'): 4.644"
"('Maize', 'North', 'Chalky'): 4.658"
"('Maize', 'North', 'Clay'): 4.623"
"('Maize', 'North', 'Loam'): 4.669"
"('Maize', 'North', 'Peaty'): 4.660"
"('Maize', 'North', 'Sandy'): 4.629"
"('Maize', 'North', 'Silt'): 4.641"
"('Maize', 'South', 'Chalky'): 4.644"
"('Maize', 'South', 'Clay'): 4.643"
"('Maize', 'South', 'Loam'): 4.670"
"('Maize', 'South', 'Peaty'): 4.649"
"('Maize', 'South', 'Sandy'): 4.654"
"('Maize', 'South', 'Silt'): 4.591"
"('Maize', 'West', 'Chalky'): 4.652"
"('Maize', 'West', 'Clay'): 4.639"
"('Maize', 'West', 'Loam'): 4.659"
"('Maize', 'West', 'Peaty'): 4.591"
"('Maize', 'West', 'Sandy'): 4.638"
"('Maize', 'West', 'Silt'): 4.642"
"('Rice', 'East', 'Chalky'): 4.623"
"('Rice', 'East', 'Clay'): 4.650"
"('Rice', 'East', 'Loam'): 4.643"
"('Rice', 'East', 'Peaty'): 4.631"
"('Rice', 'East', 'Sandy'): 4.656"
"('Rice', 'East', 'Silt'): 4.663"
"('Rice', 'North', 'Chalky'): 4.628"
"('Rice', 'North', 'Clay'): 4.616"
"('Rice', 'North', 'Loam'): 4.659"
"('Rice', 'North', 'Peaty'): 4.672"
"('Rice', 'North', 'Sandy'): 4.637"
"('Rice', 'North', 'Silt'): 4.635"
"('Rice', 'South', 'Chalky'): 4.631"
"('Rice', 'South', 'Clay'): 4.665"
"('Rice', 'South', 'Loam'): 4.653"
"('Rice', 'South', 'Peaty'): 4.647"
"('Rice', 'South', 'Sandy'): 4.631"
"('Rice', 'South', 'Silt'): 4.658"
"('Rice', 'West', 'Chalky'): 4.682"
"('Rice', 'West', 'Clay'): 4.654"
"('Rice', 'West', 'Loam'): 4.653"
"('Rice', 'West', 'Peaty'): 4.680"
"('Rice', 'West', 'Sandy'): 4.694"
"('Rice', 'West', 'Silt'): 4.659"
"('Soybean', 'East', 'Chalky'): 4.642"
"('Soybean', 'East', 'Clay'): 4.664"
"('Soybean', 'East', 'Loam'): 4.616"
"('Soybean', 'East', 'Peaty'): 4.675"
"('Soybean', 'East', 'Sandy'): 4.591"
"('Soybean', 'East', 'Silt'): 4.656"
"('Soybean', 'North', 'Chalky'): 4.655"
"('Soybean', 'North', 'Clay'): 4.670"
"('Soybean', 'North', 'Loam'): 4.648"
"('Soybean', 'North', 'Peaty'): 4.664"
"('Soybean', 'North', 'Sandy'): 4.660"
"('Soybean', 'North', 'Silt'): 4.661"
"('Soybean', 'South', 'Chalky'): 4.644"
"('Soybean', 'South', 'Clay'): 4.645"
"('Soybean', 'South', 'Loam'): 4.656"
"('Soybean', 'South', 'Peaty'): 4.681"
"('Soybean', 'South', 'Sandy'): 4.656"
"('Soybean', 'South', 'Silt'): 4.655"
"('Soybean', 'West', 'Chalky'): 4.692"
"('Soybean', 'West', 'Clay'): 4.626"
"('Soybean', 'West', 'Loam'): 4.638"
"('Soybean', 'West', 'Peaty'): 4.625"
"('Soybean', 'West', 'Sandy'): 4.719"
"('Soybean', 'West', 'Silt'): 4.651"
"('Wheat', 'East', 'Chalky'): 4.653"
"('Wheat', 'East', 'Clay'): 4.641"
"('Wheat', 'East', 'Loam'): 4.646"
"('Wheat', 'East', 'Peaty'): 4.660"
"('Wheat', 'East', 'Sandy'): 4.649"
"('Wheat', 'East', 'Silt'): 4.651"
"('Wheat', 'North', 'Chalky'): 4.634"
"('Wheat', 'North', 'Clay'): 4.657"
"('Wheat', 'North', 'Loam'): 4.723"
"('Wheat', 'North', 'Peaty'): 4.658"
"('Wheat', 'North', 'Sandy'): 4.648"
"('Wheat', 'North', 'Silt'): 4.652"
"('Wheat', 'South', 'Chalky'): 4.649"
"('Wheat', 'South', 'Clay'): 4.603"
"('Wheat', 'South', 'Loam'): 4.677"
"('Wheat', 'South', 'Peaty'): 4.659"
"('Wheat', 'South', 'Sandy'): 4.632"
"('Wheat', 'South', 'Silt'): 4.685"
"('Wheat', 'West', 'Chalky'): 4.670"
"('Wheat', 'West', 'Clay'): 4.678"
"('Wheat', 'West', 'Loam'): 4.639"
"('Wheat', 'West', 'Peaty'): 4.640"
"('Wheat', 'West', 'Sandy'): 4.618"
"('Wheat', 'West', 'Silt'): 4.644"

Highest Yield Crop per Region:
"('East', 'Chalky', 'Cloudy'): Wheat"
"('East', 'Chalky', 'Rainy'): Maize"
"('East', 'Chalky', 'Sunny'): Cotton"
"('East', 'Clay', 'Cloudy'): Maize"
"('East', 'Clay', 'Rainy'): Rice"
"('East', 'Clay', 'Sunny'): Rice"
"('East', 'Loam', 'Cloudy'): Barley"
"('East', 'Loam', 'Rainy'): Wheat"
"('East', 'Loam', 'Sunny'): Maize"
"('East', 'Peaty', 'Cloudy'): Rice"
"('East', 'Peaty', 'Rainy'): Soybean"
"('East', 'Peaty', 'Sunny'): Soybean"
"('East', 'Sandy', 'Cloudy'): Rice"
"('East', 'Sandy', 'Rainy'): Wheat"
"('East', 'Sandy', 'Sunny'): Maize"
"('East', 'Silt', 'Cloudy'): Soybean"
"('East', 'Silt', 'Rainy'): Cotton"
"('East', 'Silt', 'Sunny'): Maize"
"('North', 'Chalky', 'Cloudy'): Barley"
"('North', 'Chalky', 'Rainy'): Barley"
"('North', 'Chalky', 'Sunny'): Wheat"
"('North', 'Clay', 'Cloudy'): Wheat"
"('North', 'Clay', 'Rainy'): Barley"
"('North', 'Clay', 'Sunny'): Soybean"
"('North', 'Loam', 'Cloudy'): Cotton"
"('North', 'Loam', 'Rainy'): Barley"
"('North', 'Loam', 'Sunny'): Wheat"
"('North', 'Peaty', 'Cloudy'): Maize"
"('North', 'Peaty', 'Rainy'): Soybean"
"('North', 'Peaty', 'Sunny'): Rice"
"('North', 'Sandy', 'Cloudy'): Maize"
"('North', 'Sandy', 'Rainy'): Barley"
"('North', 'Sandy', 'Sunny'): Cotton"
"('North', 'Silt', 'Cloudy'): Barley"
"('North', 'Silt', 'Rainy'): Rice"
"('North', 'Silt', 'Sunny'): Wheat"
"('South', 'Chalky', 'Cloudy'): Wheat"
"('South', 'Chalky', 'Rainy'): Rice"
"('South', 'Chalky', 'Sunny'): Cotton"
"('South', 'Clay', 'Cloudy'): Rice"
"('South', 'Clay', 'Rainy'): Maize"
"('South', 'Clay', 'Sunny'): Barley"
"('South', 'Loam', 'Cloudy'): Wheat"
"('South', 'Loam', 'Rainy'): Wheat"
"('South', 'Loam', 'Sunny'): Maize"
"('South', 'Peaty', 'Cloudy'): Maize"
"('South', 'Peaty', 'Rainy'): Soybean"
"('South', 'Peaty', 'Sunny'): Rice"
"('South', 'Sandy', 'Cloudy'): Soybean"
"('South', 'Sandy', 'Rainy'): Soybean"
"('South', 'Sandy', 'Sunny'): Soybean"
"('South', 'Silt', 'Cloudy'): Soybean"
"('South', 'Silt', 'Rainy'): Maize"
"('South', 'Silt', 'Sunny'): Rice"
